name,tags,rmp_info,take_again
"Hash, Arthur","['Tough grader (2)', 'Lots of homework (1)', 'Participation matters (1)']",3.9,NA
"Kaplan, Michael",[],2.9,NA
"Potter, Robert","['Hilarious (5)', 'EXTRA CREDIT (2)', 'Amazing lectures (1)', 'Respected (1)', 'Beware of pop quizzes (1)', 'Clear grading criteria (1)', 'Group projects (1)', 'Accessible outside class (1)', 'Caring (1)']",4.3,83%
"Martin, Bruce","['Respected (5)', 'Tough grader (4)', 'Caring (4)', 'Lots of homework (4)', 'Participation matters (4)', 'Hilarious (4)', 'Clear grading criteria (4)', 'Amazing lectures (2)', 'Lecture heavy (2)']",4.6,80%
"Nakagawa, James","['Gives good feedback (4)', 'Respected (3)', 'Inspirational (2)', 'Tough grader (2)', 'Amazing lectures (1)', 'Lots of homework (1)', 'Participation matters (1)', 'Graded by few things (1)', 'Caring (1)']",3.2,80%
,[],NA,NA
"Nilan, Jeff",[],4.7,NA
"Peterson, Brian",[],3.4,NA
"Shahrani, Nazif","['EXTRA CREDIT (3)', 'Amazing lectures (2)', 'Lecture heavy (2)', 'Inspirational (1)', 'Get ready to read (1)', 'Accessible outside class (1)', 'Respected (1)']",3.9,NA
"Venkataraman, Ramesh",[],3.2,NA
"Bergonzi, Joelenne",[],2.1,NA
,[],NA,NA
"Hart, Jeffrey",[],2.3,NA
"Deliyaniis, Constantine",[],3.7,NA
"Miller, Richard B.",[],3.4,NA
"Cheeseman, Dan","['Participation matters (3)', 'Inspirational (2)', 'Clear grading criteria (1)', 'Caring (1)', 'Gives good feedback (1)', 'Respected (1)']",4.8,NA
"Wennerstrom, Courtney","['Inspirational (1)', 'Caring (1)']",4.1,NA
"Hughes, Sarah Jane","['Respected (1)', 'Amazing lectures (1)', 'Gives good feedback (1)']",3.2,NA
"Cohen, Charles","['Respected (2)', 'Hilarious (2)', 'Amazing lectures (2)', 'Inspirational (1)', 'EXTRA CREDIT (1)', 'Graded by few things (1)']",4.8,NA
,[],NA,NA
"Gubar, Susan",[],4.8,NA
"Fox, Julia","['Inspirational (1)', 'Respected (1)']",4.4,NA
"Horlacher, Gretchen","['Amazing lectures (1)', 'Caring (1)']",4.4,NA
"Aytac, Ozlem",[],1.2,NA
"Bender, Alan","['Lots of homework (3)', 'Participation matters (2)', 'Tough grader (1)', 'So many papers (1)', 'Get ready to read (1)']",2.6,NA
,[],NA,NA
"Striphas, Theodore","['Lecture heavy (1)', 'Hilarious (1)', 'Tough grader (1)', 'So many papers (1)', 'Gives good feedback (1)']",4.6,NA
"Cherniavsky, Eva","['Get ready to read (1)', 'Caring (1)']",4.4,NA
"Heinz, Richard","['Accessible outside class (1)', 'Amazing lectures (1)', 'Gives good feedback (1)']",3.9,NA
"Levesque, Roger","['Participation matters (2)', 'Get ready to read (2)']",4.0,NA
"Garnier, Maurice",[],3.1,NA
,[],NA,NA
"Nickels, Ernest",[],3.7,NA
"King, Stacie","['Lots of homework (4)', 'Get ready to read (4)', 'Lecture heavy (3)', 'Tough grader (2)', 'Clear grading criteria (1)', 'Group projects (1)', 'Amazing lectures (1)', 'Caring (1)']",3.1,20%
"Libby, Andrew","['Gives good feedback (4)', 'Amazing lectures (3)', 'Inspirational (3)', 'Participation matters (2)', 'Respected (2)', 'Group projects (2)', 'Tough grader (1)', 'So many papers (1)', 'Get ready to read (1)', 'Graded by few things (1)', 'Caring (1)']",4.5,NA
"Pope, Charles","['EXTRA CREDIT (6)', 'Hilarious (6)', 'Beware of pop quizzes (4)', 'Group projects (3)', 'Lots of homework (3)', 'Clear grading criteria (3)', 'Lecture heavy (3)', 'Gives good feedback (2)', 'Accessible outside class (2)', 'Caring (2)', 'Tough grader (1)', 'Respected (1)']",3.0,58%
"Levenberg, Norman","['Hilarious (3)', 'Amazing lectures (3)', 'Tough grader (2)', 'Lots of homework (2)', 'Lecture heavy (1)', 'Caring (1)', 'Inspirational (1)', 'Respected (1)', 'Beware of pop quizzes (1)']",2.2,NA
"Castonova, Edward","['Respected (1)', 'Hilarious (1)', 'Participation matters (1)', 'Caring (1)', 'Amazing lectures (1)']",2.8,NA
"Florini, Sarah",[],4.9,NA
,[],NA,NA
"Haberman, David","['Lecture heavy (1)', 'Tough grader (1)', 'Get ready to read (1)']",3.5,NA
"Levesque, Helen","['EXTRA CREDIT (5)', 'Participation matters (4)', 'Caring (3)', 'Clear grading criteria (2)', 'Respected (2)', 'Accessible outside class (1)', 'Inspirational (1)', 'Amazing lectures (1)', 'Lots of homework (1)']",4.7,100%
"Koh, Jee","['Lots of homework (2)', 'Tough grader (2)', 'EXTRA CREDIT (1)', 'Accessible outside class (1)', 'Lecture heavy (1)', 'Clear grading criteria (1)', 'Test heavy (1)']",2.8,NA
"Ling, Micah",[],3.9,NA
"Camp, Jean",[],1.4,NA
,[],NA,NA
"Capshew, James","['Participation matters (3)', 'Get ready to read (3)', 'Respected (2)', 'Beware of pop quizzes (1)', 'Tough grader (1)', 'Lecture heavy (1)', 'So many papers (1)', 'Group projects (1)', 'Graded by few things (1)']",2.1,NA
"McKinley, Steve","['Respected (12)', 'Tough grader (11)', 'Amazing lectures (7)', 'Lots of homework (6)', 'Hilarious (5)', 'Caring (5)', 'Lecture heavy (5)', 'Clear grading criteria (4)', 'Test heavy (3)', 'Accessible outside class (2)']",4.7,92%
"Quirk, Philip",[],4.2,NA
"Brophy, James","['Clear grading criteria (2)', 'Participation matters (1)', 'Amazing lectures (1)']",4.8,NA
"Russell, Ruth",[],4.5,NA
,[],NA,NA
"Talcott, David",[],2.5,NA
"Koertge, Noretta","['Get ready to read (2)', 'Hilarious (1)', 'EXTRA CREDIT (1)']",3.0,NA
"Krahnke, Steve","['Lecture heavy (7)', 'Accessible outside class (5)', 'Hilarious (3)', 'Amazing lectures (3)', 'Respected (3)', 'EXTRA CREDIT (3)', 'Participation matters (2)', 'Tough grader (2)', 'Graded by few things (2)', 'Beware of pop quizzes (2)', 'Caring (2)', 'Gives good feedback (1)', 'Get ready to read (1)', 'Inspirational (1)', 'Clear grading criteria (1)']",4.1,75%
"Jose, Brian","['Lecture heavy (1)', 'Tough grader (1)', 'Participation matters (1)']",3.0,NA
"Dierks, Konstantin","['Get ready to read (3)', 'Participation matters (2)', 'Clear grading criteria (1)', 'Inspirational (1)', 'Amazing lectures (1)', 'Respected (1)']",2.9,NA
"Spade, Paul V.",[],4.6,NA
"Deodhar, Vinah",[],1.6,NA
,[],NA,NA
"Robeson, Scott","['Gives good feedback (2)', 'Tough grader (2)', 'Accessible outside class (2)', 'Respected (1)']",4.1,NA
"Rodrigues, Paul",[],NA,NA
"Walters, Pamela",[],4.8,NA
"Robinson, Benjamin","['Get ready to read (3)', 'Participation matters (2)', 'Tough grader (2)', 'Beware of pop quizzes (1)']",3.0,NA
"Gordon-Choate, Tera",[],3.1,NA
,[],NA,NA
"Brown, William",[],2.1,NA
"Bielasiak, Jacob","['Amazing lectures (2)', 'Clear grading criteria (1)', 'Tough grader (1)', 'Inspirational (1)', 'Get ready to read (1)', 'Lecture heavy (1)']",4.3,NA
"Harrell, John",[],2.9,NA
"Anderson, Judith",[],3.8,NA
"MacKay, Ellen","['Gives good feedback (1)', 'Tough grader (1)', 'Get ready to read (1)']",4.2,NA
,[],NA,NA
"McFadden, Dale","['Gives good feedback (5)', 'Participation matters (4)', 'Respected (4)', 'Caring (3)', 'Inspirational (1)', 'Clear grading criteria (1)', 'Lecture heavy (1)', 'Lots of homework (1)', 'Hilarious (1)']",3.2,NA
"pinchuk, Sergey","['Tough grader (7)', 'Lots of homework (4)', 'Clear grading criteria (2)']",2.1,NA
"Brown, Constance",[],2.1,NA
"Bhattacharya, Utpal","['Lots of homework (1)', 'Tough grader (1)', 'Get ready to read (1)']",2.6,NA
"Perreault, Peter",[],2.6,NA
"Shachaf, Pnina",[],4.9,NA
"Eberle, Ruth","['Accessible outside class (1)', 'Get ready to read (1)', 'Caring (1)']",3.6,NA
,[],NA,NA
"Cornell, Laura",[],2.5,NA
"Herber, Norbert",[],4.7,NA
"Ogan, Christine","['Participation matters (2)', 'Tough grader (1)', 'Get ready to read (1)']",2.4,NA
"Deuze, Mark",[],3.5,NA
"Cornwell, Amy",[],4.3,NA
,[],NA,NA
"Maoune-Cavin, Josita",[],2.7,NA
"Dolby, Sandra",[],1.9,NA
"Tuohy, Sue","['Tough grader (1)', 'Get ready to read (1)']",3.5,NA
"Holdeman, Richard","['Respected (3)', 'Caring (2)', 'Tough grader (2)', 'Gives good feedback (2)', 'Hilarious (1)', 'Accessible outside class (1)']",4.5,NA
"Obeng, Cecilia","['Respected (1)', 'Inspirational (1)', 'Hilarious (1)']",2.8,NA
,[],NA,NA
"Castro, Vania","['Participation matters (2)', 'Caring (2)', 'Gives good feedback (1)', 'Amazing lectures (1)', 'Hilarious (1)', 'Clear grading criteria (1)']",4.7,NA
"Pridemore, William",[],3.7,NA
"Deweese, Sandy",[],4.9,NA
"Powell, Orville","['Respected (6)', 'Caring (2)', 'Inspirational (2)', 'Get ready to read (2)', 'Amazing lectures (2)', 'Beware of pop quizzes (1)', 'Lecture heavy (1)']",4.5,NA
"Barwick, Clark","['Gives good feedback (10)', 'Caring (9)', 'Respected (7)', 'Group projects (7)', 'Accessible outside class (5)', 'Inspirational (4)', 'Clear grading criteria (2)', 'Tough grader (1)', 'So many papers (1)', 'Participation matters (1)']",4.8,100%
"Conti, Ermanno",[],4.8,NA
"Rowland, Nicholas",[],4.9,NA
,[],NA,NA
"Magid, Shaul","['Get ready to read (3)', 'Graded by few things (2)', 'Respected (1)', 'Clear grading criteria (1)']",3.5,NA
"Ray, Shahla","['Tough grader (2)', 'Caring (2)', 'Gives good feedback (2)', 'Get ready to read (2)', 'Clear grading criteria (1)', 'Participation matters (1)', 'Lecture heavy (1)', 'Lots of homework (1)']",2.8,NA
"Baumann, Rebecca",[],3.0,NA
"Pellerito, Andrea",[],3.6,NA
"Chen, Joe","['Graded by few things (1)', 'Group projects (1)', 'Clear grading criteria (1)']",2.5,NA
,[],NA,NA
"Raymer, Steve","['Get ready to read (2)', 'Lecture heavy (1)', 'Caring (1)', 'Respected (1)', 'Participation matters (1)']",2.6,NA
"Blandford, Jon",[],4.7,NA
"Hellwig, Timothy","['Get ready to read (2)', 'Test heavy (1)', 'Participation matters (1)', 'Tough grader (1)', 'Lots of homework (1)']",2.9,NA
"Schwartzkopf, Michael",[],3.6,NA
"Amsden, Brian",[],3.3,NA
,[],NA,NA
"Pinney, George","['Respected (1)', 'Group projects (1)']",3.5,NA
"Bardovi-Harlig, Kathlene","['Gives good feedback (1)', 'Tough grader (1)', 'Get ready to read (1)']",2.1,NA
"Alderson, Art","['Clear grading criteria (2)', 'Lecture heavy (2)', 'Gives good feedback (1)', 'Participation matters (1)', 'Tough grader (1)', 'Lots of homework (1)', 'Get ready to read (1)']",3.5,NA
"Hedin, Raymond","['Get ready to read (5)', 'Inspirational (4)', 'Gives good feedback (4)', 'Participation matters (2)', 'Respected (2)', 'Caring (2)', 'Tough grader (1)', 'Lots of homework (1)']",4.5,NA
"Michelson, Ethan","['Get ready to read (2)', 'Accessible outside class (2)', 'Caring (2)', 'Respected (1)', 'Beware of pop quizzes (1)', 'Gives good feedback (1)']",4.0,NA
"Good, Carl",[],3.8,NA
"Rojas, Fabio","['Participation matters (7)', 'Get ready to read (7)', 'Lecture heavy (7)', 'Tough grader (6)', 'Hilarious (6)', 'Amazing lectures (2)', 'Graded by few things (2)', 'Gives good feedback (1)', 'Accessible outside class (1)', 'Test heavy (1)', 'Respected (1)', 'Caring (1)']",3.7,50%
,[],NA,NA
"Urheim, Jon","['Accessible outside class (1)', 'Lots of homework (1)', 'Clear grading criteria (1)', 'Beware of pop quizzes (1)', 'Gives good feedback (1)']",4.3,NA
"Cesbron, Virginia",[],3.8,NA
"Gould, Jeffrey","['Inspirational (1)', 'Get ready to read (1)', 'Amazing lectures (1)']",3.8,NA
"Zorn, Kurt","['Beware of pop quizzes (1)', 'Gives good feedback (1)', 'Tough grader (1)', 'Respected (1)', 'Lots of homework (1)', 'Lecture heavy (1)']",2.4,NA
"Rabinowich, Alexander",[],NA,NA
,[],NA,NA
"Jackson, C.J.",[],3.1,NA
"Taylor, Rod",[],2.9,NA
"Aliyari, Saleh",[],2.6,NA
"Meretsky, Vicky",[],4.6,NA
"Ochoa, Theresa","['Caring (2)', 'Lots of homework (2)', 'Get ready to read (2)', 'Gives good feedback (1)', 'Participation matters (1)', 'Tough grader (1)', 'Respected (1)', 'Hilarious (1)']",2.8,NA
,[],NA,NA
"Lynch, Jim","['Gives good feedback (10)', 'Hilarious (10)', 'Respected (5)', 'Caring (5)', 'Participation matters (3)', 'Accessible outside class (2)', 'Tough grader (1)', 'Clear grading criteria (1)', 'Get ready to read (1)', 'Graded by few things (1)']",4.9,100%
"Buxbaum, Hannah","['Respected (1)', 'Amazing lectures (1)', 'Gives good feedback (1)']",4.5,NA
"Smith, Raymond","['Inspirational (1)', 'Get ready to read (1)', 'Clear grading criteria (1)']",4.7,NA
"Robinson, Michael",[],4.5,NA
"Wolske, David","['Lots of homework (2)', 'Graded by few things (1)', 'Gives good feedback (1)']",3.3,NA
"Blacconiere, Walt",[],5.0,NA
"John, Bowles",[],NA,NA
,[],NA,NA
"Shaw, Karen",[],4.0,NA
"Schilb, John","['Respected (2)', 'Hilarious (1)', 'Clear grading criteria (1)', 'Gives good feedback (1)']",4.5,NA
"Cooper, Tyron","['Respected (2)', 'Participation matters (2)', 'Inspirational (1)', 'Caring (1)', 'Gives good feedback (1)']",5.0,NA
"Lenthe, Carl",[],4.8,NA
"Eckes, Susanne","['Accessible outside class (1)', 'Get ready to read (1)', 'Gives good feedback (1)']",4.9,NA
,[],NA,NA
"Panaite, Oana","['Participation matters (6)', 'Tough grader (2)', 'Get ready to read (2)', 'Group projects (2)', 'Graded by few things (1)', 'Respected (1)', 'Lots of homework (1)', 'Lecture heavy (1)', 'Caring (1)']",2.9,83%
"Drummond, Jim","['Gives good feedback (3)', 'Respected (1)', 'Participation matters (1)', 'Accessible outside class (1)', 'Hilarious (1)', 'EXTRA CREDIT (1)']",3.9,NA
"Engber, Michael David","['Lecture heavy (2)', 'Beware of pop quizzes (1)', 'Tough grader (1)', 'Respected (1)', 'Clear grading criteria (1)', 'Participation matters (1)']",3.8,NA
"Toh, Kevin",[],3.3,NA
"Quinn, Carlene","['Participation matters (3)', 'Inspirational (2)', 'Respected (1)', 'Accessible outside class (1)', 'Caring (1)', 'Gives good feedback (1)']",4.3,NA
,[],NA,NA
"Rommel, John","['Respected (2)', 'Hilarious (1)', 'Gives good feedback (1)', 'Caring (1)', 'Inspirational (1)']",4.4,NA
"Bennett, Mark","['Amazing lectures (3)', 'Respected (3)', 'Inspirational (1)', 'Get ready to read (1)', 'Caring (1)', 'Gives good feedback (1)']",4.8,NA
"Reece, Vanessa",[],4.1,NA
"Andrews, Stephen","['Amazing lectures (3)', 'Hilarious (2)', 'Beware of pop quizzes (1)', 'Gives good feedback (1)']",4.6,NA
"Carmichael, Ann",[],3.3,NA
"Hammond, Janice",[],NA,NA
"Housworth, Elizabeth","['Accessible outside class (1)', 'Amazing lectures (1)', 'Clear grading criteria (1)']",3.6,NA
,[],NA,NA
"Hawkins, Joan","['Respected (2)', 'Gives good feedback (2)', 'Get ready to read (2)', 'Caring (2)']",4.5,NA
"Gold, Jason","['Hilarious (3)', 'Clear grading criteria (3)', 'Amazing lectures (2)', 'Respected (1)', 'Lecture heavy (1)', 'Caring (1)', 'Graded by few things (1)']",4.5,NA
"Hottell, Matt","['Tough grader (4)', 'Participation matters (3)', 'Group projects (2)', 'Lecture heavy (1)', 'Graded by few things (1)', 'Gives good feedback (1)']",3.4,NA
"Dunbar, Ann-Marie",[],4.8,NA
"Stasik, Tamara",[],4.2,NA
,[],NA,NA
"Vessey, Iris",[],NA,NA
"Richards, Ken",[],4.1,NA
"Gliboff, Sander","['Lecture heavy (2)', 'Get ready to read (2)', 'Group projects (1)', 'Graded by few things (1)', 'Clear grading criteria (1)']",3.3,NA
"Sklar, Benjamin","['Tough grader (3)', 'EXTRA CREDIT (3)', 'Hilarious (2)', 'Clear grading criteria (2)', 'Get ready to read (1)', 'Lecture heavy (1)']",3.9,NA
"Dworkin, Roger",[],3.2,NA
,[],NA,NA
"Leivant, Daniel","['Tough grader (2)', 'Test heavy (1)', 'Graded by few things (1)', 'Get ready to read (1)']",3.0,NA
"Auger, Julie","['Graded by few things (2)', 'Gives good feedback (1)', 'Participation matters (1)', 'Tough grader (1)', 'Respected (1)', 'Inspirational (1)', 'Group projects (1)', 'Get ready to read (1)', 'So many papers (1)']",3.2,NA
"De Souza, Ramouldo",[],3.6,NA
"Finley, Kathy","['Caring (6)', 'Clear grading criteria (5)', 'Gives good feedback (3)', 'Tough grader (2)', 'Participation matters (2)', 'Respected (2)', 'Amazing lectures (2)', 'Lecture heavy (1)', 'EXTRA CREDIT (1)']",3.8,100%
"Herrin, Josh",[],5.0,NA
"Bopp, Daneil",[],NA,NA
"Ingham, Patricia","['Caring (1)', 'Amazing lectures (1)', 'Inspirational (1)']",4.9,NA
,[],NA,NA
"Moreno, Vicent",[],4.5,NA
"Ganguly, Sumit","['Test heavy (4)', 'Tough grader (2)', 'Graded by few things (1)', 'So many papers (1)', 'Get ready to read (1)']",2.9,NA
"Brown, Geoffrey","['Accessible outside class (2)', 'Clear grading criteria (1)', 'Lots of homework (1)', 'EXTRA CREDIT (1)']",3.7,NA
"Kates, Joshua","['Lecture heavy (1)', 'Beware of pop quizzes (1)', 'Get ready to read (1)', 'Caring (1)']",2.6,NA
"Walsh, Sara",[],5.0,NA
,[],NA,NA
"Weinberg, Martin","['Hilarious (7)', 'Amazing lectures (4)', 'Tough grader (4)', 'Clear grading criteria (4)', 'Get ready to read (4)', 'Respected (4)', 'Participation matters (3)', 'Lecture heavy (1)', 'Caring (1)', 'Test heavy (1)']",4.2,60%
"Love, Eric",[],5.0,NA
"Dadok, Jiri","['Caring (2)', 'Gives good feedback (2)', 'Respected (1)', 'Inspirational (1)']",3.7,NA
"Yu, Chen",[],2.1,NA
"Hetrick, William",[],3.4,NA
,[],NA,NA
"Kendall, Kara",[],4.0,NA
"Ryan, Katherine","['Group projects (3)', 'Caring (2)', 'Respected (2)', 'Tough grader (1)']",4.5,NA
"Mower, Richard",['Tough grader (1)'],3.4,NA
"Agley, Jon","['Graded by few things (1)', 'EXTRA CREDIT (1)', 'Clear grading criteria (1)']",4.5,NA
"Foley, Sherilyn","['Caring (13)', 'Hilarious (10)', 'Inspirational (9)', 'Respected (7)', 'Gives good feedback (6)', 'Participation matters (4)', 'Tough grader (2)', 'Accessible outside class (1)', 'Lecture heavy (1)', 'Get ready to read (1)', 'Test heavy (1)']",5.0,100%
"Bosin, Tamlage",[],3.8,NA
"Bomberger, Rick","['Group projects (3)', 'Lecture heavy (2)', 'Graded by few things (2)', 'Test heavy (1)']",3.4,NA
,[],NA,NA
"Wakhungu, Henry","['Hilarious (8)', 'Respected (7)', 'Caring (5)', 'Inspirational (3)', 'Clear grading criteria (2)', 'Lots of homework (2)', 'Gives good feedback (1)', 'Group projects (1)']",4.3,100%
"James, Julie","['Inspirational (2)', 'Caring (2)', 'Respected (1)', 'Participation matters (1)', 'Amazing lectures (1)']",4.7,NA
"Janney, Jays",[],4.3,NA
"Klinger, Barbara",[],3.6,NA
"Motter, Jeff",[],4.7,NA
,[],NA,NA
"Ross, Craig",[],4.9,NA
"Stanfield, John",[],2.8,NA
"Kim, Yun-Su","['Caring (1)', 'Amazing lectures (1)']",3.5,NA
"Vogel, Richard",[],NA,NA
"Johnson, Owen",[],3.4,NA
,[],NA,NA
"Dodson, Kyle",[],NA,NA
"Lodge, Russell",[],4.1,NA
"Keeler, Amanda",[],3.2,NA
"Sullenberger, Sabrina",[],5.0,NA
"Myers, Amrita","['Get ready to read (8)', 'Participation matters (5)', 'Tough grader (5)', 'Inspirational (4)', 'Amazing lectures (3)', 'Lots of homework (1)']",4.0,33%
"Durisen, Richard",[],4.3,NA
"Neal, Thomas",[],4.6,NA
,[],NA,NA
"Caylor, Kelly","['Gives good feedback (1)', 'Respected (1)']",4.4,NA
"Kaplan, Mark","['Get ready to read (6)', 'Tough grader (5)', 'Hilarious (2)', 'Inspirational (2)', 'Respected (1)', 'Lots of homework (1)', 'Clear grading criteria (1)', 'Lecture heavy (1)']",2.3,NA
"Braman, Eileen","['Tough grader (7)', 'Participation matters (4)', 'Get ready to read (3)', 'Graded by few things (3)', 'Lecture heavy (2)', 'Amazing lectures (2)', 'Gives good feedback (1)', 'Test heavy (1)', 'Inspirational (1)']",3.3,60%
"Geyh, Charles",[],4.8,NA
"Weatherwax, Nell","['Inspirational (2)', 'Caring (1)', 'Participation matters (1)', 'Hilarious (1)', 'Gives good feedback (1)']",3.0,NA
,[],NA,NA
"Clark, Nick",[],3.9,NA
"Altok, Serdar",[],4.5,NA
"Hofstadter, Douglas",[],3.0,NA
"Pao, Angela",[],4.0,NA
"Storey, Wayne","['Get ready to read (4)', 'Lecture heavy (3)', 'Tough grader (1)', 'Gives good feedback (1)']",2.9,NA
,[],NA,NA
"Ciccarelli, Andrea","['Hilarious (3)', 'Respected (1)', 'Inspirational (1)']",4.5,NA
"Guardino, Peter Francis","['Get ready to read (7)', 'Tough grader (3)', 'Lecture heavy (3)', 'Amazing lectures (2)', 'Participation matters (1)', 'Clear grading criteria (1)', 'Graded by few things (1)', 'Caring (1)']",3.7,60%
"Hanson, Russell","['EXTRA CREDIT (3)', 'Test heavy (2)', 'Amazing lectures (2)', 'Get ready to read (1)', 'Gives good feedback (1)']",4.3,NA
"Ogren, Harold",[],3.0,NA
"Mitchell, Tom","['Lecture heavy (1)', 'Clear grading criteria (1)', 'Tough grader (1)', 'Lots of homework (1)', 'Group projects (1)']",2.6,NA
"Suslak, Daniel","['Caring (7)', 'Accessible outside class (5)', 'Amazing lectures (4)', 'Get ready to read (3)', 'Hilarious (2)', 'Gives good feedback (2)', 'Respected (1)', 'Clear grading criteria (1)']",4.8,88%
"Bircan, Korhan","['Graded by few things (1)', 'Beware of pop quizzes (1)']",3.4,NA
,[],NA,NA
"Clark, Melissa",[],3.2,NA
"Lochrie, Karma","['Participation matters (2)', 'Amazing lectures (1)', 'Tough grader (1)', 'Respected (1)', 'Gives good feedback (1)', 'Get ready to read (1)', 'Caring (1)']",3.1,NA
"Easton, Ann",[],3.2,NA
"Bledsoe, Bob","['Respected (3)', 'Inspirational (2)', 'Amazing lectures (2)', 'Hilarious (2)', 'Get ready to read (1)', 'Gives good feedback (1)', 'Caring (1)']",4.8,NA
"Bingham, Robert","['Gives good feedback (1)', 'Get ready to read (1)']",3.9,NA
,[],NA,NA
"Faber, Michael",[],2.6,NA
"Greene, Shane","['Lecture heavy (2)', 'Inspirational (1)', 'Respected (1)', 'Group projects (1)']",3.9,NA
